Time Posted,"Image URL","Views","Reach","Replies","Back","Forward","Exited","Completion Rate","Avg. Views/User"
"Aug 18, 2025 12:25:21 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702103295235086595_17841400918126378-bc3510a6baeb72.jpg","421","392","0","10","337","15","96%","1"
"Aug 18, 2025 12:24:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702103026027830237_17841400918126378-335ddf2cc38204.jpg","511","460","3","5","318","35","93%","1"
"Aug 15, 2025 02:46:21 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3699999912730614478_17841400918126378-c849891d13b3d2.jpg","337","306","0","14","286","42","88%","1"
"Aug 15, 2025 02:42:33 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3699997994046226880_17841400918126378-86630744739f76.jpg","339","320","2","21","327","16","95%","1"
"Aug 15, 2025 02:42:23 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3699997915218546617_17841400918126378-d9b9fd8ddc0591.jpg","355","321","0","15","339","8","98%","1"
"Aug 15, 2025 02:42:13 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3699997849225507764_17841400918126378-a530818f238603.jpg","461","433","0","21","315","12","97%","1"
"Aug 15, 2025 02:40:15 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3699996862741818489_17841400918126378-2d5dd8c22f3f1c.jpg","376","350","0","19","351","12","97%","1"
"Aug 15, 2025 02:40:00 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3699996711184859785_17841400918126378-99d8c7e9670261.jpg","447","424","0","4","317","22","95%","1"
"Aug 13, 2025 09:24:47 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3698750890220106670_17841400918126378-c8edb877ec573f.jpg","608","568","0","16","377","83","86%","1"
"Aug 13, 2025 01:19:33 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3698506668171668725_17841400918126378-e42439525a87ce.jpg","566","494","0","44","410","42","93%","1"
"Aug 13, 2025 08:55:06 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3698373602593692559_17841400918126378-4bd7b76fc3287d.jpg","601","494","1","27","437","38","94%","1"
"Aug 13, 2025 08:54:20 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3698373182475403427_17841400918126378-ee995267b9d0d2.jpg","617","551","4","11","322","28","95%","1"
"Aug 12, 2025 12:14:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3697749112772068187_17841400918126378-d6147359a89e79.jpg","417","341","0","23","312","43","90%","1"
"Aug 12, 2025 10:12:55 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3697687980646277188_17841400918126378-c9cbdf5611e34b.jpg","409","343","0","27","287","19","95%","1"
"Aug 12, 2025 10:11:39 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3697687347096558679_17841400918126378-d051cdd7989cf1.jpg","419","363","1","18","326","15","96%","1"
"Aug 12, 2025 10:04:29 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3697683710744159550_17841400918126378-5f34e2936e03e9.jpg","437","387","1","25","328","13","97%","1"
"Aug 12, 2025 10:04:10 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3697683598982523281_17841400918126378-16c34c04c73fe7.jpg","480","422","0","18","367","24","95%","1"
"Aug 12, 2025 10:02:45 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3697682842170695872_17841400918126378-0942278b339976.jpg","585","512","1","11","299","41","93%","1"
"Aug 11, 2025 10:38:13 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3696975915066988145_17841400918126378-8d053a071bc78e.jpg","428","362","1","7","254","53","88%","1"
"Aug 11, 2025 10:38:06 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3696975851598776014_17841400918126378-1f3c3fb885e08f.jpg","416","378","2","15","310","21","95%","1"
"Aug 11, 2025 10:37:55 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3696975763233083550_17841400918126378-f2d56834c7f6cd.jpg","488","425","0","17","303","35","93%","1"
"Aug 8, 2025 09:23:54 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694764192229117609_17841400918126378-d4de73e57d3835.jpg","364","333","0","16","286","31","91%","1"
"Aug 8, 2025 09:23:24 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694763931284736703_17841400918126378-a511abe8d89ded.jpg","397","347","0","14","336","13","97%","1"
"Aug 8, 2025 09:20:27 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694762472606467482_17841400918126378-6e501aaedde269.jpg","421","374","0","20","351","12","97%","1"
"Aug 8, 2025 09:18:56 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694761703415116256_17841400918126378-1065a92e760b8f.jpg","478","407","0","33","349","14","97%","1"
"Aug 8, 2025 09:17:09 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694760799064298292_17841400918126378-1df532bdd288d2.jpg","949","785","1","14","341","42","96%","1"
"Aug 7, 2025 12:42:29 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694139372913442928_17841400918126378-a01ee27a44ef69.jpg","1278","1039","1","45","424","66","95%","1"
"Aug 7, 2025 09:13:13 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694034035524577340_17841400918126378-7add595a1e2d5c.jpg","588","506","0","20","452","42","93%","1"
"Aug 7, 2025 09:13:02 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3694033961679788543_17841400918126378-d45fdf73f9444a.jpg","767","685","1","14","549","43","94%","1"
"Aug 6, 2025 05:32:18 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3693560479546498392_17841400918126378-e1ef4e54f9585a.jpg","602","507","0","21","399","63","90%","1"
"Aug 6, 2025 08:51:12 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3693298173780379254_17841400918126378-9d840ab41c0064.jpg","592","500","0","8","353","51","91%","1"
"Aug 5, 2025 04:44:43 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692811765034999944_17841400918126378-723938b61714b6.jpg","314","281","0","7","219","35","89%","1"
"Aug 5, 2025 04:43:48 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692811301111346562_17841400918126378-86ef402b6590ea.jpg","319","298","0","15","261","18","94%","1"
"Aug 5, 2025 02:10:43 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692734229995445882_17841400918126378-7bcd6c65e3671a.jpg","379","315","0","38","271","21","94%","1"
"Aug 5, 2025 02:10:37 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692734167089182108_17841400918126378-712363f7cbb26b.jpg","375","324","0","13","257","17","95%","1"
"Aug 5, 2025 10:35:29 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692625926916981792_17841400918126378-0766bd109f92fa.jpg","404","349","0","22","253","31","92%","1"
"Aug 4, 2025 07:52:54 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692181661883521212_17841400918126378-ad09f681d988d2.jpg","341","292","0","11","235","40","88%","1"
"Aug 4, 2025 03:47:29 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3692058210992891897_17841400918126378-2b47908800437f.jpg","319","300","0","11","246","33","90%","1"
"Aug 4, 2025 11:34:16 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691930691241157128_17841400918126378-ab41b3e6c9a9b7.jpg","277","249","0","11","233","24","91%","1"
"Aug 4, 2025 11:22:57 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691925009594864459_17841400918126378-d43154ae72f937.jpg","282","256","0","7","236","14","95%","1"
"Aug 4, 2025 11:20:31 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691923772845733014_17841400918126378-9e12e3a0717292.jpg","290","267","0","18","238","15","95%","1"
"Aug 4, 2025 11:19:50 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691923448802094731_17841400918126378-856586e66e1405.jpg","309","283","0","5","245","21","93%","1"
"Aug 4, 2025 07:14:18 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691799847838860847_17841400918126378-4aec862d3f23cb.jpg","364","326","0","23","286","26","93%","1"
"Aug 4, 2025 07:12:42 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691799045275591898_17841400918126378-62567f5c1f4c57.jpg","383","344","1","11","292","8","98%","1"
"Aug 4, 2025 07:12:26 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3691798910277580566_17841400918126378-d88af121793898.jpg","432","392","0","1","285","38","91%","1"
"Aug 2, 2025 09:00:38 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3690403867193100184_17841400918126378-5a8153d0294166.jpg","1570","1322","2","99","919","125","92%","1"
"Aug 2, 2025 09:00:00 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3690403496341190442_17841400918126378-e21e4edbd8deff.jpg","1748","1518","0","47","1103","103","94%","1"
"Aug 1, 2025 12:04:43 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689771710284519280_17841400918126378-2fbd626f236490.jpg","688","572","0","30","451","46","93%","1"
"Aug 1, 2025 11:28:07 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689753285847849297_17841400918126378-cdb48d57023a4d.jpg","605","534","2","35","434","15","98%","1"
"Aug 1, 2025 11:27:42 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689753104309870462_17841400918126378-c928c4032a8055.jpg","627","551","1","22","500","15","98%","1"
"Aug 1, 2025 11:27:26 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689752959229086193_17841400918126378-782473e6b16235.jpg","626","579","0","19","492","23","96%","1"
"Aug 1, 2025 11:26:18 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689752394180635723_17841400918126378-3e18f57da6f87e.jpg","737","656","0","21","486","35","95%","1"
"Jul 31, 2025 04:45:07 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689188166390533238_17841400918126378-d6aeddc3b34e1c.jpg","752","650","0","39","277","46","94%","1"
"Jul 31, 2025 04:43:35 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689187324602261509_17841400918126378-fdc3d6257bfac0.jpg","405","359","0","23","286","21","95%","1"
"Jul 31, 2025 11:09:58 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689019359806290275_17841400918126378-c4414b262cff7c.jpg","339","284","1","14","250","29","91%","1"
"Jul 31, 2025 11:09:35 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689019166063012230_17841400918126378-91b0ecaea67746.jpg","348","291","1","33","279","16","95%","1"
"Jul 31, 2025 11:09:09 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689018962882557839_17841400918126378-7fe65c4d773f0b.jpg","371","300","0","17","287","14","96%","1"
"Jul 31, 2025 11:08:43 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3689018736364892099_17841400918126378-79444d3d7662aa.jpg","403","341","0","7","259","40","90%","1"
"Jul 30, 2025 12:58:08 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3688349053135643565_17841400918126378-f37dfbb6170fee.jpg","375","331","0","17","271","51","86%","1"
"Jul 30, 2025 10:20:03 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3688269465661103524_17841400918126378-660a20aee27c5a.jpg","428","374","1","6","289","36","92%","1"
"Jul 29, 2025 07:08:56 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3687810879394736716_17841400918126378-3b5f874e0bf17b.jpg","394","346","0","10","256","76","81%","1"
"Jul 29, 2025 01:04:59 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3687627728075166819_17841400918126378-612f6c5dae005d.jpg","424","374","0","25","340","37","91%","1"
"Jul 29, 2025 01:04:14 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3687627366408728882_17841400918126378-ed124e4332a10f.jpg","437","387","0","16","352","21","95%","1"
"Jul 29, 2025 01:02:42 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3687626560573824272_17841400918126378-c94adb496cbdad.jpg","432","396","0","20","335","10","98%","1"
"Jul 29, 2025 01:02:32 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3687626485000974889_17841400918126378-57cffda22fe98c.jpg","475","423","1","13","351","25","95%","1"
"Jul 29, 2025 06:54:13 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3687441147179301652_17841400918126378-8e849a57036d8c.jpg","444","396","1","7","310","48","89%","1"
"Jul 28, 2025 12:33:26 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686887046234313044_17841400918126378-0ff484dd9138a6.jpg","285","251","0","24","207","43","85%","1"
"Jul 28, 2025 12:29:36 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686885140384465122_17841400918126378-58fe301dd95823.jpg","287","262","0","9","251","16","94%","1"
"Jul 28, 2025 10:58:39 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686839373556896228_17841400918126378-cc43dfb04a1c98.jpg","284","253","0","13","216","23","92%","1"
"Jul 28, 2025 09:34:45 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686797109818066681_17841400918126378-fbcc011efc1827.jpg","273","247","1","9","233","17","94%","1"
"Jul 28, 2025 09:34:19 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686796910714518674_17841400918126378-f65a6c7ac32698.jpg","333","293","0","14","221","14","96%","1"
"Jul 28, 2025 09:26:18 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686792918760639476_17841400918126378-cbdfc0bc56104c.jpg","309","267","0","9","226","20","94%","1"
"Jul 28, 2025 09:25:06 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3686792273735398784_17841400918126378-5117ff009fba56.jpg","358","323","0","6","219","35","90%","1"
"Jul 24, 2025 02:23:47 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3684043496455275458_17841400918126378-6d638d1e5dce11.jpg","435","347","0","12","287","55","87%","1"
"Jul 24, 2025 02:20:58 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3684042077631339600_17841400918126378-d7e5fc16541cbe.jpg","413","363","0","13","321","20","95%","1"
"Jul 24, 2025 11:52:41 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3683967445284481927_17841400918126378-b996b092d4bc53.jpg","469","406","0","29","342","25","95%","1"
"Jul 24, 2025 11:49:12 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3683965701628442172_17841400918126378-00131f664ede0a.jpg","571","480","0","10","346","34","94%","1"
"Jul 23, 2025 02:11:56 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3683312740930042525_17841400918126378-4a5063776208ab.jpg","414","373","0","20","315","36","91%","1"
"Jul 23, 2025 02:11:00 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3683312292777044077_17841400918126378-3d5a1e527ad003.jpg","502","449","0","7","313","33","93%","1"
"Apr 9, 2025 11:25:03 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3607127297939227991_17841400918126378-b71e1ae347ce5b.jpg",,"466","0","9","286","76",,"0"
"Apr 8, 2025 09:37:26 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3606348352167923316_17841400918126378-5845f8fa6f4132.jpg",,"438","2","4","286","87",,"0"
"Apr 7, 2025 12:39:51 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3605715396101563595_17841400918126378-3d8a839b4459a5.jpg",,"767","1","20","562","96",,"0"
"Apr 7, 2025 08:28:12 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3605588734091041565_17841400918126378-ce5c6d0148e8e9.jpg",,"915","2","13","528","87",,"0"
"Apr 4, 2025 12:37:30 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3603539911472971674_17841400918126378-2c1048f0fe5382.jpg",,"656","3","16","500","74",,"0"
"Apr 4, 2025 09:02:48 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3603431855655206482_17841400918126378-6422a68cf2acaf.jpg",,"427","1","11","290","57",,"0"
"Apr 3, 2025 04:12:32 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3602923361938208359_17841400918126378-f9ea4361eff67a.jpg",,"488","2","17","369","67",,"0"
"Apr 3, 2025 11:02:16 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3602767174068525809_17841400918126378-9818597b30220e.jpg",,"146","0","5","109","26",,"0"
"Apr 3, 2025 10:43:48 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3602757882971277004_17841400918126378-57c941b475646d.jpg",,"486","0","12","306","41",,"0"
"Apr 2, 2025 08:22:28 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3601961999139303729_17841400918126378-b76c698ddf34dd.jpg",,"825","3","22","594","96",,"0"
"Apr 1, 2025 10:12:02 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3601292350749294981_17841400918126378-ae9ebeae565008.jpg",,"278","0","12","219","50",,"0"
"Apr 1, 2025 10:11:37 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3601292143223514011_17841400918126378-dc34e5ad591a08.jpg",,"300","0","22","251","23",,"0"
"Apr 1, 2025 10:10:27 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3601291547556752407_17841400918126378-1e586ce2e49975.jpg",,"362","0","17","251","32",,"0"
"Mar 28, 2025 09:00:37 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3598357318013888138_17841400918126378-1e499d6cff218d.jpg",,"1185","0","25","762","159",,"0"
